ip,port,asn,isp,org,location.country,location.city,ssl.cert.fingerprint,ssl.cert.serial,ssl.jarm,ssl.ja3s
104.131.160.195,3000,AS14061,"DigitalOcean, LLC","DigitalOcean, LLC",United States,Clifton,,,,
104.131.160.195,7443,AS14061,"DigitalOcean, LLC","DigitalOcean, LLC",United States,Clifton,21b5a23793541dc090acddaf621987f6deb5cea9d17bae4762fcbe4fc426b0fc,203806300742239787616610285673631243616,1dd40d40d00040d1dc1dd40d1dd40d49d2fee601d1d947c984d73c17761a87,1f88deb6bbac28865f2a77c1fe286e9e
107.155.81.125,7443,AS29802,"HIVELOCITY, Inc.",ExtraVM LLC,United States,Dallas,77c05edb8024cb835d4f70fc66116eeb861b378f455e867b627fbe96c4d5e828,261374059247094410136557225240295388880,1dd40d40d00040d1dc1dd40d1dd40d49d2fee601d1d947c984d73c17761a87,1f88deb6bbac28865f2a77c1fe286e9e
137.184.95.113,3000,AS14061,"DigitalOcean, LLC","DigitalOcean, LLC",United States,Santa Clara,,,,
139.99.89.117,3000,AS16276,OVH SAS,OVH Singapore PTE. LTD,Indonesia,Belakangpadang,,,,
139.99.89.117,7443,AS16276,OVH SAS,OVH Singapore PTE. LTD,Indonesia,Belakangpadang,87b927ba96e4b2ecc52452cc3866049f4dd43368d5a7a614e4cc545df17a37c9,326494970324865901406864770324835155293,1dd40d40d00040d1dc1dd40d1dd40d49d2fee601d1d947c984d73c17761a87,1f88deb6bbac28865f2a77c1fe286e9e
143.110.238.200,3000,AS14061,"DigitalOcean, LLC","DigitalOcean, LLC",United States,Santa Clara,,,,
143.110.238.200,7443,AS14061,"DigitalOcean, LLC","DigitalOcean, LLC",United States,Santa Clara,4b14d2c7f74db132bb6ed45f89de7fc8afc9086aebe6597680d71e8cfdde8594,188287659465733480502457833260212812404,1dd40d40d00040d1dc1dd40d1dd40d49d2fee601d1d947c984d73c17761a87,1f88deb6bbac28865f2a77c1fe286e9e
147.182.148.90,7443,AS14061,"DigitalOcean, LLC","DigitalOcean, LLC",Canada,Toronto,7a810ad5e59673d66b164234b228a92cc79eec3cc0f5ebc20d84700208241b24,166778573886283335129770342570717599004,1dd40d40d00040d1dc1dd40d1dd40d49d2fee601d1d947c984d73c17761a87,1f88deb6bbac28865f2a77c1fe286e9e
147.182.240.53,3000,AS14061,"DigitalOcean, LLC","DigitalOcean, LLC",United States,Santa Clara,,,,
154.215.124.121,7443,AS132839,POWER LINE DATACENTER,Waterloo Network Company Limited,Hong Kong,Hong Kong,80780cc6c00f58011b34a53246d0ee9bcd69fa6350642d21b4d80b6d3e7fc946,322527604728738344061071389997276633842,1dd40d40d00040d1dc1dd40d1dd40d49d2fee601d1d947c984d73c17761a87,1f88deb6bbac28865f2a77c1fe286e9e
154.215.124.121,3000,AS132839,POWER LINE DATACENTER,Waterloo Network Company Limited,Hong Kong,Hong Kong,,,,
